monitoringlocationid,monitoringlocationname,monitoringlocationlatitude,monitoringlocationlongitude,count,mean,median,min,max
970,Credit River,43.82222,-79.99722,7,119.74285714285715,19.0,8.2,350.0
971,Credit River (Erin Branch),43.82222,-79.95278,2,12.5,12.5,11.0,14.0
972,Little Credit River,43.82222,-79.91944,8,118.925,18.5,7.2,400.0
973,Little Credit River,43.82222,-79.90833,8,124.23750000000001,19.25,8.8,450.0
974,Little Credit River,43.82778,-79.95,8,113.69999999999999,27.25,7.8,400.0
975,Don River,43.82778,-79.48889,8,185.25,23.45,7.5,640.0
97777,Rouge River 97777,43.85229658,-79.33011593,4045,247.72240378343633,10.31,0.0,9600.0
979,Credit River,43.83333,-80.01667,8,132.7875,20.5,9.2,425.0
97999,Rouge River 97999,43.91468031,-79.24896675,4004,126.14479944955045,10.0,0.0,6330.0
980,East Humber River,43.83333,-79.61944,8,145.575,22.5,7.6,475.0
981,Humber River,43.83611,-79.63333,8,126.32499999999999,18.1,5.0,400.0
983,East Humber River,43.83889,-79.6,8,164.28750000000002,18.0,5.0,525.0
985,Credit River,43.84167,-80.025,8,134.55,22.0,7.6,475.0
986,Rouge River,43.84444,-79.24444,8,161.2125,74.5,6.0,450.0
990,Rouge River,43.85,-79.35278,8,189.55,75.8,7.1,660.0
992,Credit River Alton Branch,43.85278,-80.10833,8,111.875,19.5,0.0,375.0
993,Credit River,43.85556,-80.01389,8,161.3875,17.0,6.4,600.0
994,Credit River,43.86111,-80.05,8,144.675,24.0,5.0,550.0
995,Little Credit River,43.86111,-79.90833,8,114.2,15.5,8.2,350.0
997,Credit River,43.86667,-80.06667,8,126.0875,19.25,8.0,425.0
998,Centreville Creek,43.86667,-79.89444,2,20.0,20.0,14.0,26.0
999,Centreville Creek,43.86667,-79.86667,2,20.5,20.5,16.0,25.0
AN1,ON Lake Ontario AN1,43.58950627,-79.51030175,10,18.0,18.5,9.0,25.0
CM1,ON Lake Ontario CM1,43.66121817,-79.31370955,4,26.25,26.0,24.0,29.0
CVCLKON08-071008-002,"Lake Ontario: Credit River, u/s of Marina, d/s of QEW bridge",43.553,-79.5985,2,215.05,215.05,16.1,414.0
CVCLKON08-071008-003,"Lake Ontario: Port Credit Marina, along breakwall inside marina",43.55222,-79.58137,2,181.25,181.25,14.5,348.0
DM 6.0,Don River DM 6.0,43.70311235,-79.33222266,4210,325.4442950548694,9.765,0.0,51000.0
DN008WM,Don River DN008WM,43.79950089,-79.38083785,4070,283.46639495503683,11.149999999999999,0.0,10922.0
HL001WM,Highland Creek HL001WM,43.77650517,-79.14912876,396,218.29863737373736,8.34,0.007,12300.0
HL003WM,Highland Creek HL003WM,43.76472618,-79.20199416,409,235.79709755501221,9.0,0.0069,7800.0
HL004WM,Highland Creek HL004WM,43.78190825,-79.2119428,396,222.4649851010101,9.305,0.0044,6200.0
HU010WM,Humber River HU010WM,43.74677898,-79.57243436,3984,166.69211243298193,12.850000000000001,0.0,18600.0
HU1RWMP,Humber River HU1RWMP,43.7783451,-79.52522766,4131,467.0494410246913,12.4,0.0,24506.0
Little Etob CK,Etobicoke Creek Little Etob CK,43.61021269,-79.56848189,4097,448.88471157188184,9.89,0.0,30000.0
Lower Etob US,Etobicoke Creek Lower Etob US,43.65610834,-79.62515696,4122,274.10061980252306,11.850000000000001,0.0,19544.0
MM003WM,Mimico Creek MM003WM,43.68553011,-79.58742622,4228,480.4276027102649,12.55,0.0,64200.0
Mayfield,Etobicoke Creek Mayfield,43.73834315,-79.81990514,4154,139.80706022026962,10.0,0.0,12600.0
ND1,ON Fairy Lake ND1,44.05832275,-79.45975109,2,26.5,26.5,25.0,28.0
ON02HB9085,CREDIT RIVER AT GOLF COURSE,43.5528,-79.6247,309,24.878111650485437,0.307,0.0002,723.0
ON02HB9086,CREDIT RIVER AT ERINDALE PARK,43.5468,-79.6559,120,29.954388333333334,0.2885,0.0002,766.0
ON02HC9001,ROUGE RIVER,43.811,-79.1599,419,44.43645966587112,0.182,0.0,1280.0
ON02HC9003,LITTLE ROUGE RIVER,43.8137,-79.1567,425,25.932160941176473,0.153,0.0002,682.0
ON02HC9122,TORONTO HARBOUR-1012,43.634,-79.3956,39,32.839438461538464,9.05,0.0024,310.8
ON02HC9123,TORONTO HARBOUR-1346,43.6356,-79.3959,40,31.5807075,6.540000000000001,0.0089,316.3
ON02HC9124,TORONTO HARBOUR-1349,43.6358,-79.3915,42,30.905930952380952,7.92,0.0054,316.4
ON02HC9126,TORONTO HARBOUR-1355,43.6368,-79.384,41,31.751409756097562,8.7,0.0068,317.0
ON02HC9127,TORONTO HARBOUR-1358,43.6303,-79.3809,38,31.856544736842107,6.835,0.0049,312.7
ON02HC9128,TORONTO HARBOUR-1359,43.6261,-79.379,39,33.863374358974355,8.9,0.0085,325.7
ON02HC9129,TORONTO HARBOUR-1362,43.6383,-79.3754,44,29.62047727272727,7.275,0.008,317.9
ON02HC9130,TORONTO HARBOUR-1363,43.6376,-79.3726,43,30.575048837209305,8.2,0.0039,321.1
ON02HC9131,TORONTO HARBOUR-1364,43.6354,-79.3712,43,30.649930232558138,8.15,0.005,320.2
ON02HC9132,TORONTO HARBOUR-1365,43.6325,-79.3701,36,33.86964444444445,8.17,0.0078,314.6
ON02HC9133,TORONTO HARBOUR-1366,43.6289,-79.367,41,31.60219268292683,8.12,0.0077,320.5
ON02HC9134,TORONTO HARBOUR-1370,43.6412,-79.3623,42,31.64574761904762,8.07,0.0079,336.2
ON02HC9135,TORONTO HARBOUR-1371,43.6392,-79.359,42,34.827347619047615,8.045,0.0075,423.9
ON02HC9136,TORONTO HARBOUR-1372,43.6362,-79.3527,42,31.950283333333335,8.425,0.0082,330.8
ON02HC9137,TORONTO HARBOUR-1375,43.6442,-79.3598,42,34.98577380952381,8.025,0.007,418.6
ON02HC9138,TORONTO HARBOUR-1379,43.6467,-79.3554,41,45.30544146341463,7.76,0.0303,622.0
ON02HC9139,TORONTO HARBOUR-1380,43.6407,-79.3559,42,32.857190476190475,8.305,0.0079,360.2
ON02HC9140,TORONTO HARBOUR-1381,43.6442,-79.344,41,35.13452926829268,7.88,0.0175,366.8
ON02HC9141,TORONTO HARBOUR-1384,43.6523,-79.3342,42,34.66475714285714,7.68,0.0191,386.4
ON02HC9142,TORONTO HARBOUR-1401,43.6219,-79.3879,36,35.28659722222223,8.280000000000001,0.0028,333.6
ON02HC9143,TORONTO HARBOUR-1403,43.6201,-79.3812,38,33.551899999999996,7.945,0.0016,335.3
ON02HC9144,TORONTO HARBOUR-1761,43.6297,-79.3873,37,34.00547297297297,8.08,0.01,322.9
ON02HC9145,TORONTO HARBOUR-1765,43.627,-79.3831,42,31.373585714285714,8.325,0.0079,319.4
ON02HC9146,TORONTO HARBOUR-1772,43.6234,-79.3775,35,35.94717714285714,8.15,0.0065,322.2
ON02HC9147,TORONTO HARBOUR-6699,43.6392,-79.3626,42,34.84515476190476,8.0,0.0072,429.0
PT001WM,Petticoat Creek PT001WM,43.80368175,-79.11029851,4004,212.64888416533466,8.925,0.0,6590.0
RG007WM,Rouge River 97007,43.85933035,-79.20441689,153,163.92727320261437,14.3,0.0,1840.0
RH_Pond_Inlet,Richmond Hill stormwater pond (Facility 19-8) inlet,43.89028509,-79.40341623,321,0.10679948841744548,0.0591449,0.0027156,1.766057143
RP2,ON Lake Wilcox RP2,43.9550632,-79.43677292,2,20.5,20.5,19.0,22.0
SL1,ON Lake Ontario SL1,43.61888885,-79.47853813,18,24.47222222222222,25.0,16.0,29.5
SXM-113,SXM-113,43.5632055,-79.9487588,9,113.55,11.19,6.21,513.0
SXM-124,SXM-124,43.5588438,-79.9491754,55,117.05818181818181,8.82,2.22,629.0
SXM-135,SXM-135,43.5304827,-79.907733,10,325.734,7.805,3.3,1865.0
SXM-14,SXM-14,43.5402627,-79.9832507,49,80.4569387755102,7.74,0.0,812.0
SXM-144,SXM-144,43.6030644,-79.8518214,116,114.15862068965517,7.75,0.0,1075.0
SXM-152,SXM-152,43.5639159,-79.8435404,102,126.16696078431373,8.385000000000002,0.0,2180.0
SXM-152,SXM-152,43.5650517,-79.844916,20,128.692,8.940000000000001,0.0,690.0
SXM-173,SXM-173,43.5477388,-79.9937216,46,56.23010869565218,6.455,0.0,532.0
SXM-187,SXM-187,43.6172658,-79.9533253,47,155.17808510638298,6.45,0.0,4410.0
SXM-262,SXM-262,43.5588631,-79.9843154,4,199.425,12.815000000000001,8.07,764.0
SXM-265,SXM-265,43.5574476,-79.9858342,48,59.26979166666666,7.545,0.0,646.0
SXM-281,SXM-281,43.5952099,-79.860519,68,216.70705882352942,8.705,0.0,7380.0
SXM-3,SXM-3,43.5612889,-79.9488244,1,11.0,11.0,11.0,11.0
SXM-300,SXM-300,43.5486841,-80.0127116,35,129.53285714285713,8.81,0.83,653.0
SXM-304,SXM-304,43.5545426,-79.8282829,55,155.0921818181818,8.21,3.41,1037.0
SXM-311,SXM-311,43.5768764,-79.9785229,96,101.62166666666667,8.665,0.0,1220.0
SXM-314,SXM-314,43.5895361,-79.9411775,15,128.596,10.6,3.1,634.0
SXM-314,SXM-314,43.5895362,-79.9411774,55,153.09472727272725,8.12,0.44,774.0
SXM-315,SXM-315,43.5956533,-79.9490914,49,77.43102040816326,8.09,0.0,723.0
SXM-317,SXM-317,43.6040535,-79.9364322,55,135.43327272727274,7.72,0.95,720.0
SXM-347,SXM-347,43.559021,-79.9003934,19,126.76315789473684,11.56,1.44,769.0
SXM-349,SXM-349,43.5549188,-79.8708777,27,135.15333333333334,10.57,0.0,648.0
SXM-351,SXM-351,43.6206226,-79.8807994,55,237.71509090909092,7.63,0.92,1961.0
SXM-38,SXM-38,43.5398804,-79.8119404,12,110.83083333333333,10.370000000000001,4.3,633.0
SXM-40,SXM-40,43.5763555,-79.8464465,20,163.6435,8.68,0.0,963.0
SXM-433,SXM-433,43.5334561,-79.9816433,15,120.954,10.0,0.1,642.0
SXM-434,SXM-434,43.5556417,-79.7637784,10,400.461,18.0,6.87,2470.0
SXM-435,SXM-435,43.5339849,-79.7815946,46,164.95978260869563,10.395,3.75,878.0
SXM-436,SXM-436,43.5677066,-79.8264769,19,222.05473684210526,12.2,1.9,1362.0
SXM-437,SXM-437,43.5633738,-79.9950173,20,95.0315,10.82,0.0,492.0
SXM-485,SXM-485,43.5507062,-80.0202143,10,134.041,11.74,0.37,692.0
SXM-520,SXM-520,43.5628857,-79.7593718,49,109.5726530612245,10.4,0.0,1150.0
SXM-521,SXM-521,43.578042,-79.9719514,95,87.20126315789474,8.02,0.0,922.0
SXM-529,SXM-529,43.5762315,-79.9748803,4,214.3475,14.565,8.26,820.0
SXM-530,SXM-530,43.5799053,-79.8295587,4,272.09,14.555,8.25,1051.0
SXM-531,SXM-531,43.5649995,-79.8265288,4,342.9275,15.260000000000002,8.19,1333.0
SXM-559,SXM-559,43.5347877,-79.783217,27,167.28518518518518,9.9,3.4,785.0
SXM-561,SXM-561,43.5362377,-79.7857609,27,157.12925925925924,9.02,2.8,751.0
SXM-562,SXM-562,43.5375493,-79.7854747,47,278.44808510638296,9.25,2.8,1780.0
Spring Creek,Etobicoke Creek Spring Creek,43.68857668,-79.66005112,4108,286.8142546445959,11.4,0.0,14706.0
Tributary 3,Etobicoke Creek Tributary 3,43.66524567,-79.6614261,4160,468.8038163045673,13.0,0.0,36900.0
Tributary 4,Etobicoke Creek Tributary 4,43.62790521,-79.56773971,4044,281.29580437611276,9.510000000000002,0.0,12569.0
WLOC09-131009-005,"Lake Ontario: Lake Ontario, off of Toronto Islands",43.60078,-79.40484,2,28.25,28.25,11.0,45.5
