activity_datetime,characteristicname,count,mean,median,min,max,year,month,month_name
1969-03-31,Chloride,43,94.86046511627907,61.0,15.0,453.0,1969,3,March
1969-03-31,Dissolved oxygen (DO),39,8.58974358974359,8.0,5.0,14.0,1969,3,March
1969-03-31,Kjeldahl nitrogen,43,2.3853488372093024,2.0,0.28,7.0,1969,3,March
1969-03-31,Specific conductance,43,748.7906976744187,604.0,266.0,1870.0,1969,3,March
1969-03-31,"Temperature, water",39,2.0256410256410255,2.0,0.0,5.0,1969,3,March
1969-03-31,"Total Phosphorus, mixed forms",39,0.7305128205128205,0.36,0.04,3.0,1969,3,March
1969-04-30,Chloride,46,60.97826086956522,37.0,1.0,182.0,1969,4,April
1969-04-30,Dissolved oxygen (DO),41,8.609756097560975,9.0,4.0,13.0,1969,4,April
1969-04-30,Kjeldahl nitrogen,46,2.5432608695652172,0.84,0.32,23.0,1969,4,April
1969-04-30,Specific conductance,45,685.4,597.0,396.0,1185.0,1969,4,April
1969-04-30,"Temperature, water",41,9.560975609756097,10.0,5.0,14.0,1969,4,April
1969-04-30,"Total Phosphorus, mixed forms",41,0.7492682926829268,0.23,0.04,5.7,1969,4,April
1969-05-31,Chloride,24,66.20833333333333,44.5,11.0,182.0,1969,5,May
1969-05-31,Dissolved oxygen (DO),25,8.424,9.0,0.6,13.0,1969,5,May
1969-05-31,Kjeldahl nitrogen,26,3.007307692307692,0.975,0.25,24.0,1969,5,May
1969-05-31,Specific conductance,26,733.0,640.0,389.0,1246.0,1969,5,May
1969-05-31,"Temperature, water",25,14.68,14.0,10.0,26.5,1969,5,May
1969-05-31,"Total Phosphorus, mixed forms",25,0.7567999999999999,0.21,0.04,4.8,1969,5,May
1969-06-30,Chloride,16,60.875,56.5,16.0,127.0,1969,6,June
1969-06-30,Dissolved oxygen (DO),12,6.5,6.5,1.0,11.0,1969,6,June
1969-06-30,Kjeldahl nitrogen,17,2.64,0.79,0.13,15.0,1969,6,June
1969-06-30,Specific conductance,17,638.8823529411765,551.0,492.0,921.0,1969,6,June
1969-06-30,"Temperature, water",12,16.916666666666668,16.25,14.0,20.5,1969,6,June
1969-06-30,"Total Phosphorus, mixed forms",12,1.09,0.6499999999999999,0.04,6.5,1969,6,June
1969-07-31,Chloride,32,96.375,49.0,3.0,1050.0,1969,7,July
1969-07-31,Dissolved oxygen (DO),29,7.410344827586207,7.0,0.9,17.0,1969,7,July
1969-07-31,Kjeldahl nitrogen,31,1.9516129032258065,0.8,0.19,12.0,1969,7,July
1969-07-31,Specific conductance,32,701.5625,554.5,397.0,2683.0,1969,7,July
1969-07-31,"Temperature, water",29,20.67241379310345,20.0,14.0,25.0,1969,7,July
1969-07-31,"Total Phosphorus, mixed forms",29,1.9337931034482758,0.38,0.03,19.0,1969,7,July
1969-08-31,Chloride,28,80.71428571428571,58.5,13.0,264.0,1969,8,August
1969-08-31,Dissolved oxygen (DO),25,8.28,9.0,2.0,16.0,1969,8,August
1969-08-31,Kjeldahl nitrogen,28,2.2989285714285717,0.9299999999999999,0.36,9.8,1969,8,August
1969-08-31,Specific conductance,28,736.8928571428571,640.0,370.0,1290.0,1969,8,August
1969-08-31,"Temperature, water",25,21.08,21.5,16.0,24.0,1969,8,August
1969-08-31,"Total Phosphorus, mixed forms",24,1.5345833333333332,0.485,0.02,7.4,1969,8,August
1969-09-30,Chloride,42,87.38095238095238,54.5,4.0,755.0,1969,9,September
1969-09-30,Dissolved oxygen (DO),41,6.024390243902439,5.0,2.0,12.0,1969,9,September
1969-09-30,Kjeldahl nitrogen,43,3.196744186046512,1.1,0.07,23.0,1969,9,September
1969-09-30,Specific conductance,43,773.6511627906976,621.0,403.0,2830.0,1969,9,September
1969-09-30,"Temperature, water",41,16.573170731707318,16.0,12.0,22.5,1969,9,September
1969-09-30,"Total Phosphorus, mixed forms",41,1.4034146341463414,0.31,0.02,8.0,1969,9,September
1969-10-31,Chloride,34,100.76470588235294,51.5,4.0,967.0,1969,10,October
1969-10-31,Dissolved oxygen (DO),34,8.264705882352942,9.0,2.0,13.0,1969,10,October
1969-10-31,Kjeldahl nitrogen,34,7.673823529411766,1.25,0.25,150.0,1969,10,October
1969-10-31,Specific conductance,34,837.6470588235294,618.0,389.0,4450.0,1969,10,October
1969-10-31,"Temperature, water",34,12.852941176470589,14.0,5.0,18.5,1969,10,October
1969-10-31,"Total Phosphorus, mixed forms",34,1.9429411764705884,0.44,0.01,19.0,1969,10,October
1969-11-30,Chloride,37,74.21621621621621,49.0,7.0,280.0,1969,11,November
1969-11-30,Dissolved oxygen (DO),37,7.297297297297297,8.0,2.0,10.0,1969,11,November
1969-11-30,Kjeldahl nitrogen,35,2.0722857142857145,1.1,0.45,8.0,1969,11,November
1969-11-30,Specific conductance,37,780.5945945945946,660.0,473.0,1640.0,1969,11,November
1969-11-30,"Temperature, water",37,10.27027027027027,10.0,8.0,15.0,1969,11,November
1969-11-30,"Total Phosphorus, mixed forms",35,0.838,0.32,0.02,5.8,1969,11,November
1969-12-31,Chloride,46,184.82608695652175,99.5,7.0,1255.0,1969,12,December
1969-12-31,Dissolved oxygen (DO),46,5.791304347826086,5.0,0.0,10.0,1969,12,December
1969-12-31,Kjeldahl nitrogen,45,3.852666666666667,1.2,0.33,24.0,1969,12,December
1969-12-31,Specific conductance,46,1149.9782608695652,932.0,498.0,4134.0,1969,12,December
1969-12-31,"Temperature, water",46,0.4934782608695652,0.2,0.0,3.0,1969,12,December
1969-12-31,"Total Phosphorus, mixed forms",45,1.2673333333333334,0.5,0.02,7.7,1969,12,December
1970-01-31,Chloride,36,144.75,53.5,6.0,676.0,1970,1,January
1970-01-31,Dissolved oxygen (DO),32,5.4375,5.0,3.0,11.0,1970,1,January
1970-01-31,Kjeldahl nitrogen,36,4.358333333333333,1.7,0.22,20.0,1970,1,January
1970-01-31,Specific conductance,36,1045.9166666666667,770.0,84.0,2610.0,1970,1,January
1970-01-31,"Temperature, water",33,0.3878787878787879,0.1,0.0,2.0,1970,1,January
1970-01-31,"Total Phosphorus, mixed forms",36,1.209861111111111,0.355,0.007,8.5,1970,1,January
1970-02-28,Chloride,39,199.43589743589743,96.0,8.0,1496.0,1970,2,February
1970-02-28,Dissolved oxygen (DO),35,4.942857142857143,4.0,2.0,11.0,1970,2,February
1970-02-28,Kjeldahl nitrogen,33,7.174242424242424,1.2,0.13,95.0,1970,2,February
1970-02-28,Specific conductance,39,1252.179487179487,870.0,450.0,5150.0,1970,2,February
1970-02-28,"Temperature, water",35,0.5685714285714285,0.2,0.0,3.0,1970,2,February
1970-02-28,"Total Phosphorus, mixed forms",33,1.6471515151515153,0.5,0.001,24.0,1970,2,February
1970-03-31,Chloride,36,100.75,67.0,16.0,466.0,1970,3,March
1970-03-31,Dissolved oxygen (DO),32,7.1875,8.0,1.0,12.0,1970,3,March
1970-03-31,Kjeldahl nitrogen,37,8.247837837837839,1.5,0.17,200.0,1970,3,March
1970-03-31,Specific conductance,32,814.59375,724.0,424.0,1700.0,1970,3,March
1970-03-31,"Temperature, water",32,2.34375,0.55,0.0,20.0,1970,3,March
1970-03-31,"Total Phosphorus, mixed forms",37,4.984756756756757,0.58,0.008,160.0,1970,3,March
1970-04-30,Chloride,54,83.70370370370371,65.0,9.0,203.0,1970,4,April
1970-04-30,Dissolved oxygen (DO),50,8.08,8.0,3.0,13.0,1970,4,April
1970-04-30,Kjeldahl nitrogen,54,1.725925925925926,1.0,0.32,9.5,1970,4,April
1970-04-30,Specific conductance,54,735.2777777777778,652.5,384.0,1350.0,1970,4,April
1970-04-30,"Temperature, water",50,4.5760000000000005,0.9,0.3,15.0,1970,4,April
1970-04-30,"Total Phosphorus, mixed forms",54,0.5966666666666667,0.185,0.01,4.3,1970,4,April
1970-05-31,Chloride,41,85.14634146341463,62.0,7.0,334.0,1970,5,May
1970-05-31,Dissolved oxygen (DO),39,8.743589743589743,9.0,2.0,13.0,1970,5,May
1970-05-31,Kjeldahl nitrogen,43,2.5653488372093025,0.91,0.3,18.0,1970,5,May
1970-05-31,Specific conductance,41,796.7317073170732,680.0,452.0,1880.0,1970,5,May
1970-05-31,"Temperature, water",40,15.0875,15.25,5.0,22.0,1970,5,May
1970-05-31,"Total Phosphorus, mixed forms",43,0.8792790697674419,0.16,0.009,6.8,1970,5,May
1970-06-30,Chloride,47,94.68085106382979,63.0,7.0,498.0,1970,6,June
1970-06-30,Dissolved oxygen (DO),42,6.261904761904762,6.0,0.0,13.0,1970,6,June
1970-06-30,Kjeldahl nitrogen,47,4.133829787234043,1.0,0.29,55.0,1970,6,June
1970-06-30,Specific conductance,41,799.9268292682926,680.0,434.0,2113.0,1970,6,June
1970-06-30,"Temperature, water",43,20.08139534883721,20.0,12.0,26.0,1970,6,June
1970-06-30,"Total Phosphorus, mixed forms",45,0.9441555555555556,0.26,0.007,6.6,1970,6,June
1970-07-31,Chloride,21,89.76190476190476,66.0,20.0,461.0,1970,7,July
1970-07-31,Dissolved oxygen (DO),20,6.55,7.0,3.0,10.0,1970,7,July
1970-07-31,Kjeldahl nitrogen,21,2.3985714285714286,0.7,0.28,29.0,1970,7,July
1970-07-31,Specific conductance,21,757.7142857142857,604.0,470.0,2100.0,1970,7,July
1970-07-31,"Temperature, water",20,20.0,20.25,12.0,24.0,1970,7,July
1970-07-31,"Total Phosphorus, mixed forms",21,1.1690476190476191,0.36,0.02,10.0,1970,7,July
1970-08-31,Chloride,48,77.83333333333333,47.5,6.0,336.0,1970,8,August
1970-08-31,Dissolved oxygen (DO),43,6.930232558139535,7.0,2.0,12.0,1970,8,August
1970-08-31,Kjeldahl nitrogen,48,1.8927083333333332,0.9450000000000001,0.18,12.0,1970,8,August
1970-08-31,Specific conductance,39,688.5384615384615,537.0,404.0,1812.0,1970,8,August
1970-08-31,"Temperature, water",43,20.941860465116278,22.0,15.0,25.0,1970,8,August
1970-08-31,"Total Phosphorus, mixed forms",48,1.0518750000000001,0.32,0.01,6.0,1970,8,August
1970-09-30,Chloride,23,112.6086956521739,51.0,18.0,975.0,1970,9,September
1970-09-30,Dissolved oxygen (DO),20,5.55,5.0,0.0,9.0,1970,9,September
1970-09-30,Kjeldahl nitrogen,23,12.85695652173913,1.2,0.28,250.0,1970,9,September
1970-09-30,Specific conductance,17,962.7058823529412,697.0,512.0,5079.0,1970,9,September
1970-09-30,"Temperature, water",20,16.630000000000003,17.5,12.0,21.0,1970,9,September
1970-09-30,"Total Phosphorus, mixed forms",23,0.8493913043478262,0.31,0.008,8.0,1970,9,September
1970-10-31,Chloride,44,91.70454545454545,57.5,8.0,550.0,1970,10,October
1970-10-31,Dissolved oxygen (DO),40,6.55,7.0,0.0,11.0,1970,10,October
1970-10-31,Kjeldahl nitrogen,44,3.293409090909091,1.25,0.27,46.0,1970,10,October
1970-10-31,Specific conductance,36,910.5,642.0,449.0,6930.0,1970,10,October
1970-10-31,"Temperature, water",40,12.445,13.0,7.8,17.0,1970,10,October
1970-10-31,"Total Phosphorus, mixed forms",44,0.800590909090909,0.30000000000000004,0.003,5.0,1970,10,October
1970-11-30,Chloride,38,81.34210526315789,53.5,8.0,423.0,1970,11,November
1970-11-30,Dissolved oxygen (DO),33,6.496969696969697,6.0,3.0,12.0,1970,11,November
1970-11-30,Kjeldahl nitrogen,38,1.552894736842105,0.8049999999999999,0.29,9.2,1970,11,November
1970-11-30,Specific conductance,37,807.8108108108108,687.0,495.0,1790.0,1970,11,November
1970-11-30,"Temperature, water",33,7.06969696969697,8.0,0.0,13.8,1970,11,November
1970-11-30,"Total Phosphorus, mixed forms",38,0.4703157894736842,0.18,0.006,3.8,1970,11,November
1970-12-31,Chloride,28,128.39285714285714,65.0,8.0,568.0,1970,12,December
1970-12-31,Dissolved oxygen (DO),24,4.125,3.0,2.0,8.0,1970,12,December
1970-12-31,Kjeldahl nitrogen,28,1.7339285714285713,0.94,0.25,8.8,1970,12,December
1970-12-31,Specific conductance,28,933.8571428571429,737.0,521.0,2339.0,1970,12,December
1970-12-31,"Temperature, water",24,3.3958333333333335,2.75,0.0,8.0,1970,12,December
1970-12-31,"Total Phosphorus, mixed forms",28,0.6998571428571428,0.215,0.002,4.8,1970,12,December
1971-01-31,Chloride,23,126.26086956521739,73.0,21.0,475.0,1971,1,January
1971-01-31,Dissolved oxygen (DO),23,7.0,7.0,1.0,11.0,1971,1,January
1971-01-31,Kjeldahl nitrogen,23,4.294782608695653,2.0,0.58,23.0,1971,1,January
1971-01-31,Specific conductance,23,1204.695652173913,751.0,554.0,7150.0,1971,1,January
1971-01-31,"Temperature, water",23,0.5478260869565217,0.0,0.0,2.0,1971,1,January
1971-01-31,"Total Phosphorus, mixed forms",23,0.3895652173913044,0.21,0.03,1.1,1971,1,January
1971-02-28,Chloride,16,152.625,86.0,22.0,589.0,1971,2,February
1971-02-28,Dissolved oxygen (DO),16,4.6875,4.5,3.0,10.0,1971,2,February
1971-02-28,Kjeldahl nitrogen,16,2.6325000000000003,1.75,0.82,5.7,1971,2,February
1971-02-28,Specific conductance,16,999.5625,880.5,560.0,2163.0,1971,2,February
1971-02-28,"Temperature, water",16,0.975,0.7,0.0,4.0,1971,2,February
1971-02-28,"Total Phosphorus, mixed forms",16,0.40249999999999997,0.39,0.05,0.86,1971,2,February
1971-03-31,Chloride,49,89.44897959183673,67.0,9.0,268.0,1971,3,March
1971-03-31,Dissolved oxygen (DO),49,5.3061224489795915,5.0,2.0,9.0,1971,3,March
1971-03-31,Kjeldahl nitrogen,49,1.97,1.3,0.29,7.2,1971,3,March
1971-03-31,Specific conductance,49,775.5714285714286,694.0,369.0,1535.0,1971,3,March
1971-03-31,"Temperature, water",49,1.2591836734693878,0.4,0.0,5.3,1971,3,March
1971-03-31,"Total Phosphorus, mixed forms",49,0.39183673469387753,0.23,0.02,2.4,1971,3,March
1971-04-30,Chloride,46,69.1086956521739,46.0,7.0,204.0,1971,4,April
1971-04-30,Dissolved oxygen (DO),46,7.043478260869565,7.0,3.0,12.0,1971,4,April
1971-04-30,Kjeldahl nitrogen,46,2.647173913043478,1.4,0.2,14.0,1971,4,April
1971-04-30,Specific conductance,46,677.2173913043479,597.0,338.0,1327.0,1971,4,April
1971-04-30,"Temperature, water",46,6.747826086956521,7.5,0.3,14.0,1971,4,April
1971-04-30,"Total Phosphorus, mixed forms",46,0.6358695652173914,0.315,0.02,4.7,1971,4,April
1971-05-31,Chloride,27,81.96296296296296,51.0,22.0,333.0,1971,5,May
1971-05-31,Dissolved oxygen (DO),27,7.7407407407407405,8.0,3.0,13.0,1971,5,May
1971-05-31,Kjeldahl nitrogen,27,2.652222222222222,1.2,0.34,16.0,1971,5,May
1971-05-31,Specific conductance,26,736.9615384615385,604.5,515.0,1751.0,1971,5,May
1971-05-31,"Temperature, water",27,13.38888888888889,13.0,10.0,20.0,1971,5,May
1971-05-31,"Total Phosphorus, mixed forms",26,0.5465384615384615,0.215,0.03,4.6,1971,5,May
1971-06-30,Chloride,16,95.0625,35.0,19.0,703.0,1971,6,June
1971-06-30,Dissolved oxygen (DO),33,7.8121212121212125,8.0,0.0,12.0,1971,6,June
1971-06-30,Kjeldahl nitrogen,16,16.301875,0.94,0.34,230.0,1971,6,June
1971-06-30,Specific conductance,33,662.4848484848485,530.0,125.0,3966.0,1971,6,June
1971-06-30,"Temperature, water",31,19.529032258064515,18.5,9.0,35.0,1971,6,June
1971-06-30,"Total Phosphorus, mixed forms",16,0.8306250000000001,0.185,0.04,8.0,1971,6,June
1971-07-31,Chloride,46,63.41304347826087,40.5,8.0,312.0,1971,7,July
1971-07-31,Dissolved oxygen (DO),46,7.065217391304348,7.0,3.0,13.0,1971,7,July
1971-07-31,Kjeldahl nitrogen,46,1.7280434782608693,0.925,0.48,14.0,1971,7,July
1971-07-31,Specific conductance,46,582.7826086956521,495.0,336.0,1670.0,1971,7,July
1971-07-31,"Temperature, water",46,22.0,21.75,15.0,30.0,1971,7,July
1971-07-31,"Total Phosphorus, mixed forms",44,0.6015909090909091,0.31,0.03,4.6,1971,7,July
1971-08-31,Chloride,31,89.80645161290323,49.0,19.0,356.0,1971,8,August
1971-08-31,Dissolved oxygen (DO),31,7.096774193548387,7.0,4.0,12.0,1971,8,August
1971-08-31,Kjeldahl nitrogen,31,2.7129032258064516,0.9,0.22,40.0,1971,8,August
1971-08-31,Specific conductance,30,691.9333333333333,540.0,348.0,1750.0,1971,8,August
1971-08-31,"Temperature, water",31,18.76451612903226,19.0,14.8,24.0,1971,8,August
1971-08-31,"Total Phosphorus, mixed forms",31,0.5929032258064516,0.17,0.05,4.6,1971,8,August
1971-09-30,Chloride,48,84.08333333333333,59.0,6.0,272.0,1971,9,September
1971-09-30,Dissolved oxygen (DO),48,6.4375,6.0,2.0,12.0,1971,9,September
1971-09-30,Kjeldahl nitrogen,48,2.3610416666666665,1.2000000000000002,0.33,15.0,1971,9,September
1971-09-30,Specific conductance,48,708.3541666666666,604.5,405.0,1317.0,1971,9,September
1971-09-30,"Temperature, water",48,20.4375,20.0,14.0,29.0,1971,9,September
1971-09-30,"Total Phosphorus, mixed forms",48,0.7254166666666667,0.28500000000000003,0.03,5.5,1971,9,September
1971-10-31,Chloride,46,109.8913043478261,67.0,7.0,1080.0,1971,10,October
1971-10-31,Dissolved oxygen (DO),46,6.8478260869565215,7.0,0.0,11.0,1971,10,October
1971-10-31,Kjeldahl nitrogen,45,7.540666666666667,1.1,0.23,210.0,1971,10,October
1971-10-31,Specific conductance,46,871.9130434782609,649.0,419.0,5800.0,1971,10,October
1971-10-31,"Temperature, water",46,16.08695652173913,16.0,12.0,22.0,1971,10,October
1971-10-31,"Total Phosphorus, mixed forms",46,1.1143478260869564,0.3,0.03,10.0,1971,10,October
1971-11-30,Chloride,45,95.06666666666666,48.0,6.0,631.0,1971,11,November
1971-11-30,Dissolved oxygen (DO),45,6.515555555555555,7.0,0.0,10.0,1971,11,November
1971-11-30,Kjeldahl nitrogen,45,7.154444444444445,0.9,0.18,180.0,1971,11,November
1971-11-30,Specific conductance,45,768.4222222222222,614.0,440.0,1900.0,1971,11,November
1971-11-30,"Temperature, water",45,8.342222222222222,9.0,1.0,15.0,1971,11,November
1971-11-30,"Total Phosphorus, mixed forms",45,1.3864444444444444,0.2,0.02,14.0,1971,11,November
1971-12-31,Chloride,18,82.72222222222223,51.0,22.0,390.0,1971,12,December
1971-12-31,Dissolved oxygen (DO),18,7.222222222222222,6.5,4.0,12.0,1971,12,December
1971-12-31,Kjeldahl nitrogen,18,1.7233333333333334,1.3,0.68,7.0,1971,12,December
1971-12-31,Specific conductance,18,741.4444444444445,634.0,504.0,1644.0,1971,12,December
1971-12-31,"Temperature, water",18,5.5,5.0,1.0,12.0,1971,12,December
1971-12-31,"Total Phosphorus, mixed forms",18,0.31222222222222223,0.235,0.03,0.9,1971,12,December
1972-01-31,Chloride,6,87.33333333333333,64.0,36.0,239.0,1972,1,January
1972-01-31,Dissolved oxygen (DO),27,8.929629629629629,9.0,3.5,15.0,1972,1,January
1972-01-31,Kjeldahl nitrogen,26,2.368076923076923,2.0999999999999996,0.54,9.0,1972,1,January
1972-01-31,Specific conductance,27,850.7407407407408,723.0,568.0,1488.0,1972,1,January
1972-01-31,"Temperature, water",27,1.3888888888888888,0.0,0.0,20.0,1972,1,January
1972-01-31,"Total Phosphorus, mixed forms",26,0.33115384615384613,0.225,0.04,1.0,1972,1,January
1972-02-29,Dissolved oxygen (DO),16,8.6375,9.25,0.0,13.5,1972,2,February
1972-02-29,Kjeldahl nitrogen,16,3.0875,3.2,0.68,8.0,1972,2,February
1972-02-29,Specific conductance,16,814.625,705.0,498.0,1617.0,1972,2,February
1972-02-29,"Temperature, water",16,0.25,0.0,0.0,4.0,1972,2,February
1972-02-29,"Total Phosphorus, mixed forms",16,0.42375,0.29500000000000004,0.04,0.9,1972,2,February
1972-03-31,Chloride,16,133.75,125.0,27.0,290.0,1972,3,March
1972-03-31,Dissolved oxygen (DO),35,8.154285714285713,7.0,1.0,14.4,1972,3,March
1972-03-31,Kjeldahl nitrogen,35,2.666857142857143,1.9,0.66,8.7,1972,3,March
1972-03-31,Specific conductance,35,830.1142857142858,760.0,422.0,1515.0,1972,3,March
1972-03-31,"Temperature, water",35,2.3285714285714287,2.0,0.0,8.0,1972,3,March
1972-03-31,"Total Phosphorus, mixed forms",35,0.4462857142857143,0.34,0.05,2.8,1972,3,March
1972-04-30,Chloride,20,78.1,52.5,18.0,215.0,1972,4,April
1972-04-30,Dissolved oxygen (DO),35,9.280000000000001,9.0,4.0,14.0,1972,4,April
1972-04-30,Kjeldahl nitrogen,35,1.7725714285714285,1.3,0.45,6.0,1972,4,April
1972-04-30,Specific conductance,35,585.3142857142857,510.0,181.0,1025.0,1972,4,April
1972-04-30,"Temperature, water",35,4.88,5.0,1.0,20.0,1972,4,April
1972-04-30,"Total Phosphorus, mixed forms",35,0.31142857142857144,0.23,0.02,1.3,1972,4,April
1972-05-31,Chloride,40,95.15,64.0,17.0,262.0,1972,5,May
1972-05-31,Dissolved oxygen (DO),45,8.24,9.0,3.0,13.0,1972,5,May
1972-05-31,Kjeldahl nitrogen,44,2.2381818181818183,1.15,0.39,17.0,1972,5,May
1972-05-31,Specific conductance,44,725.3636363636364,618.0,411.0,1420.0,1972,5,May
1972-05-31,"Temperature, water",45,15.771111111111113,15.5,9.7,22.0,1972,5,May
1972-05-31,"Total Phosphorus, mixed forms",44,0.5004545454545455,0.20500000000000002,0.02,6.5,1972,5,May
1972-06-30,Chloride,38,90.52631578947368,60.0,16.0,308.0,1972,6,June
1972-06-30,Dissolved oxygen (DO),38,7.21578947368421,7.0,3.0,12.0,1972,6,June
1972-06-30,Kjeldahl nitrogen,37,2.005945945945946,1.0,0.47,14.0,1972,6,June
1972-06-30,Specific conductance,38,796.8684210526316,670.0,468.0,1725.0,1972,6,June
1972-06-30,"Temperature, water",38,18.98421052631579,19.0,15.0,24.0,1972,6,June
1972-06-30,"Total Phosphorus, mixed forms",37,0.3910810810810811,0.24,0.03,1.2,1972,6,June
1972-07-31,Chloride,24,67.54166666666667,45.5,11.0,208.0,1972,7,July
1972-07-31,Dissolved oxygen (DO),24,7.3125,7.65,1.0,12.0,1972,7,July
1972-07-31,Kjeldahl nitrogen,24,1.2395833333333333,0.705,0.15,7.4,1972,7,July
1972-07-31,Specific conductance,24,682.2083333333334,601.0,467.0,1278.0,1972,7,July
1972-07-31,"Temperature, water",24,22.875,23.0,16.0,30.0,1972,7,July
1972-07-31,"Total Phosphorus, mixed forms",24,0.4479166666666667,0.175,0.02,2.0,1972,7,July
1972-08-31,Chloride,24,72.5,45.5,4.0,284.0,1972,8,August
1972-08-31,Dissolved oxygen (DO),24,6.266666666666667,4.75,1.5,12.0,1972,8,August
1972-08-31,Kjeldahl nitrogen,24,1.7599999999999998,0.735,0.28,10.0,1972,8,August
1972-08-31,Specific conductance,24,720.2083333333334,575.0,293.0,1920.0,1972,8,August
1972-08-31,"Temperature, water",24,19.791666666666668,19.0,15.0,27.0,1972,8,August
1972-08-31,"Total Phosphorus, mixed forms",24,0.5604166666666667,0.18,0.02,4.1,1972,8,August
1972-09-30,Chloride,14,58.0,31.0,4.0,346.0,1972,9,September
1972-09-30,Dissolved oxygen (DO),14,7.271428571428571,7.6,1.5,11.5,1972,9,September
1972-09-30,Kjeldahl nitrogen,14,0.8785714285714287,0.675,0.46,2.7,1972,9,September
1972-09-30,Specific conductance,14,641.4285714285714,522.0,310.0,1850.0,1972,9,September
1972-09-30,"Temperature, water",14,16.035714285714285,17.0,11.0,19.0,1972,9,September
1972-09-30,"Total Phosphorus, mixed forms",14,0.3892857142857143,0.22,0.02,1.3,1972,9,September
1972-10-31,Chloride,41,65.1219512195122,42.0,2.0,293.0,1972,10,October
1972-10-31,Dissolved oxygen (DO),41,10.639024390243902,10.8,1.8,14.0,1972,10,October
1972-10-31,Kjeldahl nitrogen,41,1.9729268292682927,0.72,0.23,24.0,1972,10,October
1972-10-31,Specific conductance,40,706.075,583.0,141.0,1696.0,1972,10,October
