activity_datetime,characteristicname,count,mean,median,min,max,year,month,month_name
1996-06-30,"Temperature, water",23,16.878260869565217,17.0,13.9,20.0,1996,6,June
1996-06-30,"Total Phosphorus, mixed forms",50,0.093744,0.0592,0.01,0.8,1996,6,June
1996-07-31,Chloride,40,88.3875,83.30000000000001,18.0,193.0,1996,7,July
1996-07-31,Dissolved oxygen (DO),1,7.45,7.45,7.45,7.45,1996,7,July
1996-07-31,Kjeldahl nitrogen,38,0.5663157894736842,0.5,0.18,2.1,1996,7,July
1996-07-31,Specific conductance,38,703.1315789473684,715.5,313.0,1160.0,1996,7,July
1996-07-31,"Temperature, water",1,18.4,18.4,18.4,18.4,1996,7,July
1996-07-31,"Total Phosphorus, mixed forms",47,0.06313617021276596,0.05,0.01,0.38,1996,7,July
1996-08-31,Chloride,39,84.28461538461538,67.2,24.1,219.0,1996,8,August
1996-08-31,Dissolved oxygen (DO),25,8.224,8.5,5.1,9.8,1996,8,August
1996-08-31,Kjeldahl nitrogen,37,0.5297297297297298,0.5,0.3,1.32,1996,8,August
1996-08-31,Specific conductance,37,710.3783783783783,642.0,338.0,1430.0,1996,8,August
1996-08-31,"Temperature, water",28,18.567857142857143,18.45,15.5,24.0,1996,8,August
1996-08-31,"Total Phosphorus, mixed forms",45,0.05701333333333333,0.04,0.01,0.36,1996,8,August
1996-09-30,Chloride,41,63.49268292682926,52.0,4.8,129.0,1996,9,September
1996-09-30,Dissolved oxygen (DO),28,8.891428571428571,9.0,6.3,10.8,1996,9,September
1996-09-30,Kjeldahl nitrogen,39,0.6251282051282051,0.6,0.24,1.3,1996,9,September
1996-09-30,Specific conductance,39,622.5897435897435,615.0,265.0,904.0,1996,9,September
1996-09-30,"Temperature, water",33,15.984848484848484,14.8,12.0,24.2,1996,9,September
1996-09-30,"Total Phosphorus, mixed forms",45,0.05072,0.04,0.01,0.21,1996,9,September
1996-10-31,Chloride,39,80.77435897435898,76.8,20.4,182.0,1996,10,October
1996-10-31,Dissolved oxygen (DO),9,10.426666666666668,10.2,9.46,11.8,1996,10,October
1996-10-31,Kjeldahl nitrogen,37,0.5967567567567568,0.54,0.3,2.32,1996,10,October
1996-10-31,Specific conductance,37,686.0,702.0,342.0,1090.0,1996,10,October
1996-10-31,"Temperature, water",12,9.075000000000001,9.0,7.4,11.5,1996,10,October
1996-10-31,"Total Phosphorus, mixed forms",38,0.040947368421052635,0.04,0.01,0.18,1996,10,October
1996-11-30,Chloride,20,83.705,79.8,28.0,192.0,1996,11,November
1996-11-30,Dissolved oxygen (DO),11,12.416363636363638,13.8,1.4,16.0,1996,11,November
1996-11-30,Kjeldahl nitrogen,19,0.5610526315789474,0.46,0.32,2.16,1996,11,November
1996-11-30,Specific conductance,19,731.2631578947369,765.0,369.0,1110.0,1996,11,November
1996-11-30,"Temperature, water",8,4.0125,3.8,2.0,6.3,1996,11,November
1996-11-30,"Total Phosphorus, mixed forms",25,0.035072,0.0264,0.0084,0.14,1996,11,November
1996-12-31,Chloride,37,85.45945945945945,62.4,25.2,402.0,1996,12,December
1996-12-31,Dissolved oxygen (DO),10,14.66,14.899999999999999,12.2,16.6,1996,12,December
1996-12-31,Kjeldahl nitrogen,35,1.0485714285714287,0.52,0.3,4.5,1996,12,December
1996-12-31,Specific conductance,35,708.1714285714286,691.0,382.0,1930.0,1996,12,December
1996-12-31,"Temperature, water",11,2.5090909090909093,2.0,1.0,4.9,1996,12,December
1996-12-31,"Total Phosphorus, mixed forms",39,0.3439897435897436,0.0484,0.0068,3.4,1996,12,December
1997-01-31,Chloride,29,168.63793103448276,118.0,36.0,531.0,1997,1,January
1997-01-31,Dissolved oxygen (DO),7,13.957142857142857,14.0,13.5,14.2,1997,1,January
1997-01-31,Kjeldahl nitrogen,26,0.8038461538461538,0.65,0.44,3.0,1997,1,January
1997-01-31,Specific conductance,26,993.5,832.0,478.0,2280.0,1997,1,January
1997-01-31,"Temperature, water",4,5.5,5.5,3.0,8.0,1997,1,January
1997-01-31,"Total Phosphorus, mixed forms",33,0.1563878787878788,0.05,0.01,3.2,1997,1,January
1997-02-28,Chloride,31,233.46129032258065,143.0,28.2,1610.0,1997,2,February
1997-02-28,Dissolved oxygen (DO),9,12.55888888888889,14.0,1.4,15.0,1997,2,February
1997-02-28,Kjeldahl nitrogen,30,0.99,0.67,0.32,3.8,1997,2,February
1997-02-28,Specific conductance,30,1142.5,913.0,408.0,5200.0,1997,2,February
1997-02-28,"Temperature, water",8,2.6875,1.3,0.5,13.5,1997,2,February
1997-02-28,"Total Phosphorus, mixed forms",37,0.09935675675675676,0.05,0.01,0.47,1997,2,February
1997-03-31,Chloride,42,144.80714285714285,78.19999999999999,23.6,1520.0,1997,3,March
1997-03-31,Dissolved oxygen (DO),5,13.4,13.0,12.6,14.8,1997,3,March
1997-03-31,Kjeldahl nitrogen,33,0.6266666666666667,0.42,0.22,3.7,1997,3,March
1997-03-31,Specific conductance,32,957.59375,740.5,495.0,4810.0,1997,3,March
1997-03-31,"Temperature, water",6,4.166666666666667,1.0,0.0,22.0,1997,3,March
1997-03-31,"Total Phosphorus, mixed forms",40,0.05262,0.03,0.01,0.32,1997,3,March
1997-04-30,Chloride,40,127.495,84.2,24.4,686.0,1997,4,April
1997-04-30,Dissolved oxygen (DO),13,6.5576923076923075,1.68,1.17,13.6,1997,4,April
1997-04-30,Kjeldahl nitrogen,39,0.442051282051282,0.42,0.24,1.16,1997,4,April
1997-04-30,Specific conductance,39,868.1538461538462,757.0,487.0,2740.0,1997,4,April
1997-04-30,"Temperature, water",13,7.1923076923076925,7.5,4.5,9.5,1997,4,April
1997-04-30,"Total Phosphorus, mixed forms",43,0.02221860465116279,0.02,0.01,0.056,1997,4,April
1997-05-31,Chloride,29,73.51034482758621,53.2,26.2,177.0,1997,5,May
1997-05-31,Dissolved oxygen (DO),6,11.375,11.649999999999999,9.8,13.3,1997,5,May
1997-05-31,Kjeldahl nitrogen,28,0.4764285714285714,0.49,0.26,0.96,1997,5,May
1997-05-31,Specific conductance,28,669.7142857142857,712.0,419.0,1000.0,1997,5,May
1997-05-31,"Temperature, water",7,22.67142857142857,11.7,10.8,90.0,1997,5,May
1997-05-31,"Total Phosphorus, mixed forms",36,0.024955555555555554,0.0207,0.01,0.063,1997,5,May
1997-06-30,Chloride,29,77.4241379310345,69.6,26.6,182.0,1997,6,June
1997-06-30,Dissolved oxygen (DO),5,6.498,7.9,0.9,8.19,1997,6,June
1997-06-30,Kjeldahl nitrogen,27,0.6444444444444444,0.58,0.4,1.44,1997,6,June
1997-06-30,Specific conductance,27,644.4814814814815,643.0,316.0,1040.0,1997,6,June
1997-06-30,"Temperature, water",21,5.838095238095238,2.0,1.7,20.4,1997,6,June
1997-06-30,"Total Phosphorus, mixed forms",35,0.06977714285714286,0.07,0.01,0.28,1997,6,June
1997-07-31,Chloride,31,83.48064516129033,90.8,27.8,189.0,1997,7,July
1997-07-31,Dissolved oxygen (DO),1,7.7,7.7,7.7,7.7,1997,7,July
1997-07-31,Kjeldahl nitrogen,29,0.6344827586206896,0.56,0.34,1.76,1997,7,July
1997-07-31,Specific conductance,29,686.5862068965517,740.0,336.0,1230.0,1997,7,July
1997-07-31,"Temperature, water",2,20.85,20.85,18.2,23.5,1997,7,July
1997-07-31,"Total Phosphorus, mixed forms",35,0.08326857142857143,0.05,0.01,1.08,1997,7,July
1997-08-31,Chloride,24,85.55,90.2,27.0,220.0,1997,8,August
1997-08-31,Dissolved oxygen (DO),1,8.14,8.14,8.14,8.14,1997,8,August
1997-08-31,Kjeldahl nitrogen,24,0.6608333333333333,0.64,0.34,2.06,1997,8,August
1997-08-31,Specific conductance,24,695.7916666666666,652.0,366.0,1460.0,1997,8,August
1997-08-31,"Temperature, water",2,18.55,18.55,16.6,20.5,1997,8,August
1997-08-31,"Total Phosphorus, mixed forms",24,0.050833333333333335,0.035,0.01,0.25,1997,8,August
1997-09-30,Chloride,27,91.62222222222223,98.4,8.4,236.0,1997,9,September
1997-09-30,Dissolved oxygen (DO),9,9.783333333333333,9.8,8.05,11.3,1997,9,September
1997-09-30,Kjeldahl nitrogen,27,0.6681481481481482,0.6,0.28,2.7,1997,9,September
1997-09-30,Specific conductance,27,737.2592592592592,758.0,354.0,1560.0,1997,9,September
1997-09-30,"Temperature, water",9,15.100000000000001,16.7,10.0,19.6,1997,9,September
1997-09-30,"Total Phosphorus, mixed forms",24,0.0625,0.045,0.01,0.49,1997,9,September
1997-10-31,Chloride,31,100.64516129032258,107.0,20.8,244.0,1997,10,October
1997-10-31,Dissolved oxygen (DO),8,7.15125,6.37,1.14,14.1,1997,10,October
1997-10-31,Kjeldahl nitrogen,31,0.6051612903225807,0.6,0.22,2.3,1997,10,October
1997-10-31,Specific conductance,31,782.4193548387096,775.0,354.0,1620.0,1997,10,October
1997-10-31,"Temperature, water",8,32.8125,28.0,3.5,73.0,1997,10,October
1997-10-31,"Total Phosphorus, mixed forms",26,0.050769230769230775,0.06,0.01,0.14,1997,10,October
1997-11-30,Chloride,27,155.06666666666666,109.0,37.8,1370.0,1997,11,November
1997-11-30,Dissolved oxygen (DO),6,1.265,1.23,1.1,1.51,1997,11,November
1997-11-30,Kjeldahl nitrogen,27,0.5562962962962964,0.56,0.24,2.16,1997,11,November
1997-11-30,Specific conductance,27,927.3333333333334,850.0,383.0,4480.0,1997,11,November
1997-11-30,"Temperature, water",6,4.2,3.8,0.6,8.0,1997,11,November
1997-11-30,"Total Phosphorus, mixed forms",27,0.04888888888888889,0.04,0.01,0.17,1997,11,November
1997-12-31,Chloride,26,131.40769230769232,150.0,27.6,412.0,1997,12,December
1997-12-31,Dissolved oxygen (DO),1,12.84,12.84,12.84,12.84,1997,12,December
1997-12-31,Kjeldahl nitrogen,26,0.5315384615384615,0.44,0.18,1.92,1997,12,December
1997-12-31,Specific conductance,26,887.5,938.0,437.0,2010.0,1997,12,December
1997-12-31,"Temperature, water",1,1.3,1.3,1.3,1.3,1997,12,December
1997-12-31,"Total Phosphorus, mixed forms",20,0.039,0.04,0.01,0.08,1997,12,December
1998-01-31,Chloride,7,161.17142857142858,163.0,57.2,263.0,1998,1,January
1998-01-31,Kjeldahl nitrogen,8,0.59,0.6,0.48,0.72,1998,1,January
1998-01-31,Specific conductance,8,943.75,1010.0,505.0,1210.0,1998,1,January
1998-01-31,"Total Phosphorus, mixed forms",8,0.0575,0.065,0.01,0.1,1998,1,January
1998-02-28,Chloride,26,130.08461538461538,102.7,30.0,459.0,1998,2,February
1998-02-28,Dissolved oxygen (DO),5,16.032,16.7,13.16,18.5,1998,2,February
1998-02-28,Kjeldahl nitrogen,26,0.6030769230769231,0.52,0.32,1.64,1998,2,February
1998-02-28,Specific conductance,26,875.6538461538462,768.0,590.0,1920.0,1998,2,February
1998-02-28,"Temperature, water",5,3.1399999999999997,3.1,0.5,5.6,1998,2,February
1998-02-28,"Total Phosphorus, mixed forms",24,0.05549166666666667,0.06,0.01,0.13,1998,2,February
1998-03-31,Chloride,25,141.888,116.0,41.0,346.0,1998,3,March
1998-03-31,Dissolved oxygen (DO),4,11.85,14.4,2.4,16.2,1998,3,March
1998-03-31,Kjeldahl nitrogen,25,0.6576000000000001,0.5,0.24,2.04,1998,3,March
1998-03-31,Specific conductance,25,871.68,832.0,450.0,1580.0,1998,3,March
1998-03-31,"Temperature, water",4,2.35,2.15,1.6,3.5,1998,3,March
1998-03-31,"Total Phosphorus, mixed forms",34,0.0627764705882353,0.0466,0.01,0.38,1998,3,March
1998-04-30,Chloride,31,115.56774193548387,127.0,20.6,231.0,1998,4,April
1998-04-30,Dissolved oxygen (DO),1,10.14,10.14,10.14,10.14,1998,4,April
1998-04-30,Kjeldahl nitrogen,31,0.5948387096774194,0.52,0.3,1.88,1998,4,April
1998-04-30,Specific conductance,31,792.0645161290323,823.0,439.0,1200.0,1998,4,April
1998-04-30,"Temperature, water",6,3.9333333333333336,1.5499999999999998,1.0,10.5,1998,4,April
1998-04-30,"Total Phosphorus, mixed forms",35,0.04630857142857143,0.04,0.01,0.16,1998,4,April
1998-05-31,Chloride,31,96.30322580645162,72.0,13.0,215.0,1998,5,May
1998-05-31,Dissolved oxygen (DO),1,9.48,9.48,9.48,9.48,1998,5,May
1998-05-31,Kjeldahl nitrogen,31,0.7303225806451613,0.66,0.36,2.2,1998,5,May
1998-05-31,Specific conductance,31,740.483870967742,759.0,329.0,1260.0,1998,5,May
1998-05-31,"Temperature, water",6,6.233333333333333,1.95,1.5,17.1,1998,5,May
1998-05-31,"Total Phosphorus, mixed forms",31,0.0967741935483871,0.09,0.01,0.54,1998,5,May
1998-06-30,Chloride,30,95.52,94.8,26.4,173.0,1998,6,June
1998-06-30,Dissolved oxygen (DO),9,8.052222222222222,8.2,6.4,9.6,1998,6,June
1998-06-30,Kjeldahl nitrogen,30,0.8546666666666667,0.76,0.38,2.4,1998,6,June
1998-06-30,Specific conductance,30,694.1333333333333,685.0,394.0,978.0,1998,6,June
1998-06-30,"Temperature, water",14,18.014285714285712,19.0,1.4,29.0,1998,6,June
1998-06-30,"Total Phosphorus, mixed forms",30,0.07466666666666667,0.07500000000000001,0.01,0.17,1998,6,June
1998-07-31,Chloride,29,106.4551724137931,129.0,32.2,204.0,1998,7,July
1998-07-31,Dissolved oxygen (DO),1,7.3,7.3,7.3,7.3,1998,7,July
1998-07-31,Kjeldahl nitrogen,29,0.7351724137931035,0.7,0.36,2.06,1998,7,July
1998-07-31,Specific conductance,29,783.9310344827586,848.0,426.0,1420.0,1998,7,July
1998-07-31,"Temperature, water",4,18.525,19.15,12.0,23.8,1998,7,July
1998-07-31,"Total Phosphorus, mixed forms",29,0.0703448275862069,0.07,0.01,0.19,1998,7,July
1998-08-31,Chloride,27,110.2074074074074,90.6,28.6,235.0,1998,8,August
1998-08-31,Dissolved oxygen (DO),1,7.86,7.86,7.86,7.86,1998,8,August
1998-08-31,Kjeldahl nitrogen,27,0.6696296296296296,0.74,0.28,1.2,1998,8,August
1998-08-31,Specific conductance,27,795.7777777777778,663.0,402.0,1480.0,1998,8,August
1998-08-31,"Temperature, water",6,17.099999999999998,16.25,12.0,23.0,1998,8,August
1998-08-31,"Total Phosphorus, mixed forms",24,0.10666666666666667,0.065,0.01,0.85,1998,8,August
1998-09-30,Chloride,33,110.27272727272727,120.0,23.8,260.0,1998,9,September
1998-09-30,Dissolved oxygen (DO),5,8.608,8.7,7.74,9.6,1998,9,September
1998-09-30,Kjeldahl nitrogen,33,0.8006060606060607,0.64,0.22,4.5,1998,9,September
1998-09-30,Specific conductance,33,794.0909090909091,846.0,438.0,1490.0,1998,9,September
1998-09-30,"Temperature, water",12,17.708333333333332,17.0,14.4,23.0,1998,9,September
1998-09-30,"Total Phosphorus, mixed forms",31,0.061612903225806454,0.05,0.01,0.18,1998,9,September
1998-10-31,Chloride,30,124.45333333333333,130.0,39.6,238.0,1998,10,October
1998-10-31,Kjeldahl nitrogen,30,1.034,0.7,0.26,5.56,1998,10,October
1998-10-31,Specific conductance,30,903.2333333333333,933.0,477.0,1560.0,1998,10,October
1998-10-31,"Temperature, water",5,6.779999999999999,9.0,1.2,12.0,1998,10,October
1998-10-31,"Total Phosphorus, mixed forms",29,0.05620689655172413,0.04,0.01,0.25,1998,10,October
1998-11-30,Chloride,32,127.875,91.0,34.0,249.0,1998,11,November
1998-11-30,Dissolved oxygen (DO),4,12.675,13.05,11.3,13.3,1998,11,November
1998-11-30,Kjeldahl nitrogen,32,1.06625,0.71,0.28,5.0,1998,11,November
1998-11-30,Specific conductance,32,920.875,825.0,482.0,1600.0,1998,11,November
1998-11-30,"Temperature, water",11,5.245454545454546,6.9,0.1,8.0,1998,11,November
1998-11-30,"Total Phosphorus, mixed forms",30,0.07766666666666668,0.06,0.01,0.29,1998,11,November
1998-12-31,Chloride,28,134.5,132.0,27.4,248.0,1998,12,December
1998-12-31,Dissolved oxygen (DO),1,13.8,13.8,13.8,13.8,1998,12,December
1998-12-31,Kjeldahl nitrogen,28,0.7992857142857143,0.47,0.24,6.84,1998,12,December
1998-12-31,Specific conductance,28,961.1785714285714,964.5,527.0,1530.0,1998,12,December
1998-12-31,"Temperature, water",4,2.8000000000000003,1.8,1.2,6.4,1998,12,December
1998-12-31,"Total Phosphorus, mixed forms",26,0.07660769230769231,0.0609,0.01,0.5,1998,12,December
1999-01-31,Chloride,21,217.44761904761904,173.0,44.0,452.0,1999,1,January
1999-01-31,Kjeldahl nitrogen,21,1.0142857142857142,0.86,0.52,2.8,1999,1,January
1999-01-31,Specific conductance,21,1139.8095238095239,1020.0,582.0,1940.0,1999,1,January
1999-01-31,"Total Phosphorus, mixed forms",23,0.06930434782608696,0.07,0.02,0.13,1999,1,January
1999-02-28,Chloride,11,211.29090909090908,249.0,40.4,363.0,1999,2,February
1999-02-28,Dissolved oxygen (DO),1,13.85,13.85,13.85,13.85,1999,2,February
1999-02-28,Kjeldahl nitrogen,12,0.665,0.62,0.48,1.04,1999,2,February
1999-02-28,Specific conductance,12,1209.6666666666667,1315.0,633.0,1700.0,1999,2,February
1999-02-28,"Temperature, water",2,0.2,0.2,0.0,0.4,1999,2,February
1999-02-28,"Total Phosphorus, mixed forms",11,0.053636363636363635,0.06,0.02,0.09,1999,2,February
1999-03-31,Chloride,46,182.0108695652174,124.0,32.7,1290.0,1999,3,March
1999-03-31,Kjeldahl nitrogen,44,1.0063636363636363,0.86,0.36,2.6,1999,3,March
1999-03-31,Specific conductance,44,970.4318181818181,837.0,525.0,2390.0,1999,3,March
1999-03-31,"Temperature, water",5,4.64,0.4,0.4,11.0,1999,3,March
1999-03-31,"Total Phosphorus, mixed forms",49,0.06931836734693878,0.05,0.01,0.41,1999,3,March
1999-04-30,Chloride,37,132.61621621621623,120.0,30.8,271.0,1999,4,April
1999-04-30,Dissolved oxygen (DO),1,11.04,11.04,11.04,11.04,1999,4,April
1999-04-30,Kjeldahl nitrogen,31,0.815483870967742,0.7,0.34,4.36,1999,4,April
1999-04-30,Specific conductance,31,924.2258064516129,1010.0,559.0,1370.0,1999,4,April
1999-04-30,"Temperature, water",6,3.533333333333333,1.2000000000000002,1.0,8.9,1999,4,April
1999-04-30,"Total Phosphorus, mixed forms",35,0.04677714285714286,0.04,0.01,0.16,1999,4,April
1999-05-31,Chloride,33,127.11515151515152,156.0,34.2,223.0,1999,5,May
1999-05-31,Dissolved oxygen (DO),1,8.85,8.85,8.85,8.85,1999,5,May
1999-05-31,Kjeldahl nitrogen,31,0.9367741935483871,0.66,0.28,4.52,1999,5,May
1999-05-31,Specific conductance,31,855.5806451612904,917.0,497.0,1340.0,1999,5,May
1999-05-31,"Temperature, water",5,7.88,1.8,1.5,18.9,1999,5,May
1999-05-31,"Total Phosphorus, mixed forms",31,0.07198709677419356,0.05,0.01,0.5,1999,5,May
1999-06-30,Chloride,31,133.26451612903224,136.0,24.2,263.0,1999,6,June
1999-06-30,Dissolved oxygen (DO),1,6.74,6.74,6.74,6.74,1999,6,June
1999-06-30,Kjeldahl nitrogen,31,0.9954838709677419,0.68,0.28,3.32,1999,6,June
1999-06-30,Specific conductance,31,883.2903225806451,950.0,433.0,1470.0,1999,6,June
1999-06-30,"Temperature, water",6,9.15,2.4,2.1,23.6,1999,6,June
1999-06-30,"Total Phosphorus, mixed forms",29,0.12655172413793103,0.05,0.01,1.17,1999,6,June
1999-07-31,Chloride,33,142.06060606060606,150.0,29.0,251.0,1999,7,July
1999-07-31,Dissolved oxygen (DO),1,6.77,6.77,6.77,6.77,1999,7,July
1999-07-31,Kjeldahl nitrogen,31,0.6193548387096774,0.66,0.32,0.92,1999,7,July
1999-07-31,Specific conductance,33,902.0909090909091,948.0,449.0,1500.0,1999,7,July
1999-07-31,"Temperature, water",4,7.45,2.5,2.3,22.5,1999,7,July
1999-07-31,"Total Phosphorus, mixed forms",26,0.06615384615384615,0.07,0.01,0.17,1999,7,July
1999-08-31,Chloride,33,116.46060606060605,108.0,34.4,254.0,1999,8,August
1999-08-31,Dissolved oxygen (DO),1,7.77,7.77,7.77,7.77,1999,8,August
1999-08-31,Kjeldahl nitrogen,33,0.6515151515151515,0.64,0.24,2.6,1999,8,August
1999-08-31,Specific conductance,31,775.0967741935484,744.0,415.0,1320.0,1999,8,August
1999-08-31,"Temperature, water",8,6.1525,2.05,0.02,20.1,1999,8,August
1999-08-31,"Total Phosphorus, mixed forms",32,0.075625,0.05,0.01,0.57,1999,8,August
1999-09-30,Chloride,32,106.45,102.9,30.8,195.0,1999,9,September
1999-09-30,Dissolved oxygen (DO),1,8.65,8.65,8.65,8.65,1999,9,September
1999-09-30,Kjeldahl nitrogen,32,0.815625,0.76,0.42,2.56,1999,9,September
1999-09-30,Specific conductance,32,686.1875,655.5,324.0,1000.0,1999,9,September
1999-09-30,"Temperature, water",6,6.835,1.75,0.01,20.5,1999,9,September
1999-09-30,"Total Phosphorus, mixed forms",32,0.0853125,0.07500000000000001,0.01,0.34,1999,9,September
1999-10-31,Chloride,16,113.0625,115.3,44.8,192.0,1999,10,October
1999-10-31,Kjeldahl nitrogen,17,1.0152941176470587,0.7,0.38,4.1,1999,10,October
1999-10-31,Specific conductance,16,651.3125,713.0,322.0,966.0,1999,10,October
1999-10-31,"Temperature, water",7,3.045714285714286,1.1,0.01,10.1,1999,10,October
1999-10-31,"Total Phosphorus, mixed forms",17,0.10705882352941176,0.06,0.01,0.34,1999,10,October
1999-11-30,Chloride,45,121.82222222222222,113.0,22.2,228.0,1999,11,November
1999-11-30,Kjeldahl nitrogen,45,0.8413333333333333,0.56,0.3,6.74,1999,11,November
1999-11-30,Specific conductance,45,799.0,767.0,441.0,1160.0,1999,11,November
1999-11-30,"Temperature, water",5,16.7422,0.9,0.001,81.0,1999,11,November
1999-11-30,"Total Phosphorus, mixed forms",41,0.06658536585365854,0.04,0.01,0.43,1999,11,November
1999-12-31,Chloride,10,136.56,164.5,32.0,210.0,1999,12,December
1999-12-31,Dissolved oxygen (DO),1,12.19,12.19,12.19,12.19,1999,12,December
1999-12-31,Kjeldahl nitrogen,13,0.9907692307692307,0.6,0.4,5.52,1999,12,December
1999-12-31,Specific conductance,13,993.0769230769231,1140.0,551.0,1300.0,1999,12,December
1999-12-31,"Temperature, water",3,3.35,4.7,0.35,5.0,1999,12,December
1999-12-31,"Total Phosphorus, mixed forms",12,0.04833333333333333,0.055,0.01,0.08,1999,12,December
2000-01-31,Chloride,25,214.81599999999997,200.0,47.4,933.0,2000,1,January
2000-01-31,Kjeldahl nitrogen,26,0.823076923076923,0.75,0.4,1.62,2000,1,January
2000-01-31,Specific conductance,26,1150.923076923077,1155.0,602.0,3500.0,2000,1,January
2000-01-31,"Temperature, water",1,2.0,2.0,2.0,2.0,2000,1,January
2000-01-31,"Total Phosphorus, mixed forms",26,0.06438461538461539,0.064,0.012,0.14,2000,1,January
2000-02-29,Chloride,43,199.27906976744185,133.0,34.6,902.0,2000,2,February
2000-02-29,Kjeldahl nitrogen,43,1.0479069767441862,0.88,0.28,5.32,2000,2,February
2000-02-29,Specific conductance,43,1118.5581395348838,964.0,474.0,3920.0,2000,2,February
2000-02-29,"Temperature, water",3,0.5333333333333333,0.5,0.1,1.0,2000,2,February
2000-02-29,"Total Phosphorus, mixed forms",42,0.09671428571428572,0.064,0.016,0.648,2000,2,February
2000-03-31,Chloride,37,225.34054054054056,189.0,11.4,1120.0,2000,3,March
2000-03-31,Dissolved oxygen (DO),1,13.27,13.27,13.27,13.27,2000,3,March
2000-03-31,Kjeldahl nitrogen,37,0.6589189189189189,0.6,0.32,2.48,2000,3,March
2000-03-31,Specific conductance,37,1172.918918918919,1140.0,545.0,3860.0,2000,3,March
2000-03-31,"Temperature, water",4,6.2125,5.0,0.35,14.5,2000,3,March
2000-03-31,"Total Phosphorus, mixed forms",33,0.05806060606060606,0.04,0.01,0.234,2000,3,March
2000-04-30,Chloride,14,189.07142857142858,198.5,28.4,334.0,2000,4,April
2000-04-30,Dissolved oxygen (DO),1,10.74,10.74,10.74,10.74,2000,4,April
2000-04-30,Kjeldahl nitrogen,15,0.8306666666666668,0.64,0.22,2.42,2000,4,April
2000-04-30,Specific conductance,15,1114.5333333333333,1120.0,510.0,1740.0,2000,4,April
2000-04-30,"Temperature, water",6,5.736833333333333,8.0,0.01,9.4,2000,4,April
2000-04-30,"Total Phosphorus, mixed forms",15,0.054000000000000006,0.032,0.014,0.232,2000,4,April
2000-05-31,Chloride,47,139.38297872340425,139.0,24.6,386.0,2000,5,May
2000-05-31,Dissolved oxygen (DO),1,9.49,9.49,9.49,9.49,2000,5,May
2000-05-31,Kjeldahl nitrogen,47,0.7799999999999999,0.6,0.28,2.76,2000,5,May
2000-05-31,Specific conductance,47,890.3404255319149,917.0,459.0,2020.0,2000,5,May
2000-05-31,"Temperature, water",6,6.5,1.95,1.3,19.0,2000,5,May
2000-05-31,"Total Phosphorus, mixed forms",43,0.046232558139534884,0.034,0.01,0.152,2000,5,May
2000-06-30,Chloride,23,77.56521739130434,80.4,23.6,156.0,2000,6,June
2000-06-30,Dissolved oxygen (DO),1,0.0923,0.0923,0.0923,0.0923,2000,6,June
2000-06-30,Kjeldahl nitrogen,23,0.7765217391304348,0.64,0.52,1.66,2000,6,June
2000-06-30,Specific conductance,23,650.3478260869565,642.0,412.0,987.0,2000,6,June
2000-06-30,"Temperature, water",6,6.6375,1.6,0.012,19.5,2000,6,June
2000-06-30,"Total Phosphorus, mixed forms",23,0.08226086956521739,0.06,0.02,0.33,2000,6,June
2000-07-31,Chloride,28,127.2,140.5,35.6,216.0,2000,7,July
2000-07-31,Dissolved oxygen (DO),1,8.53,8.53,8.53,8.53,2000,7,July
2000-07-31,Kjeldahl nitrogen,29,0.6317241379310345,0.64,0.34,1.84,2000,7,July
2000-07-31,Specific conductance,29,855.6206896551724,880.0,425.0,1260.0,2000,7,July
2000-07-31,"Temperature, water",3,7.533333333333334,2.1,1.9,18.6,2000,7,July
2000-07-31,"Total Phosphorus, mixed forms",29,0.056206896551724145,0.05,0.01,0.2,2000,7,July
2000-08-31,Chloride,52,108.51153846153846,92.6,31.4,246.0,2000,8,August
2000-08-31,Dissolved oxygen (DO),1,8.11,8.11,8.11,8.11,2000,8,August
2000-08-31,Kjeldahl nitrogen,52,0.856923076923077,0.64,0.28,3.04,2000,8,August
2000-08-31,Specific conductance,52,757.8269230769231,709.5,302.0,1420.0,2000,8,August
2000-08-31,"Temperature, water",8,6.154625,2.1,0.018,21.0,2000,8,August
2000-08-31,"Total Phosphorus, mixed forms",49,0.09551020408163265,0.056,0.01,0.584,2000,8,August
2000-09-30,Chloride,39,99.45641025641027,91.2,29.0,208.0,2000,9,September
2000-09-30,Dissolved oxygen (DO),1,10.33,10.33,10.33,10.33,2000,9,September
2000-09-30,Kjeldahl nitrogen,39,0.7266666666666667,0.6,0.28,4.2,2000,9,September
2000-09-30,Specific conductance,39,754.9487179487179,728.0,402.0,1350.0,2000,9,September
2000-09-30,"Temperature, water",4,17.375,18.5,10.5,22.0,2000,9,September
2000-09-30,"Total Phosphorus, mixed forms",37,0.09205405405405406,0.048,0.012,1.36,2000,9,September
2000-10-31,Chloride,36,126.03333333333333,134.5,40.2,256.0,2000,10,October
2000-10-31,Kjeldahl nitrogen,36,1.3933333333333335,0.59,0.24,13.8,2000,10,October
2000-10-31,Specific conductance,36,897.5833333333334,937.0,493.0,1490.0,2000,10,October
2000-10-31,"Temperature, water",7,2.6615714285714285,1.2,0.014,8.0,2000,10,October
2000-10-31,"Total Phosphorus, mixed forms",35,0.07754285714285714,0.038,0.012,1.08,2000,10,October
2000-11-30,Chloride,35,111.77142857142857,89.4,31.6,233.0,2000,11,November
2000-11-30,Dissolved oxygen (DO),1,13.69,13.69,13.69,13.69,2000,11,November
